"id","submitdate","lastpage","startlanguage","D0Q1[SQ001]","D0Q1[SQ004]","D0Q1[SQ005]","D0Q1[SQ006]","D0Q1[SQ007]","D0Q1[SQ008]","D0Q1[SQ009]","D0Q1[SQ010]","D0Q1[SQ003]","D0Q1[SQ014]","D0Q1[SQ002]","D0Q1[SQ011]","D0Q1[SQ012]","D0Q1[SQ013]","D0Q2[0]","D0Q2[1]","D0Q2[2]","D0Q2[3]","D0Q2[4]","D0Q2[5]","D0Q2[6]","D0Q2[7]","D0Q2[8]","D0Q22[9]","D0Q22[10]","D0Q22[11]","D0Q22[12]","D0Q22[13]","D0Q22[14]","D0Q22[15]","D0Q3","D0Q4","D0Q5[1]","D0Q5[2]","D0Q5[3]","D0Q5[4]","D0Q5[5]","D0Q5[6]","D0Q5[7]","D0Q5[8]","D0Q5[9]","D0Q5F[1]","D0Q5F[2]","D0Q5F[3]","D0Q5F[4]","D0Q5F[5]","D0Q5F[6]","D0Q5F[7]","D1Q7","D1Q8","D2Q10","D2Q12","D2Q12[comment]","D0Q13","D0Q13[comment]","D1Q14[1]","D1Q14[2]","D1Q14[3]","D1Q14[4]","D1Q14[5]","D1Q14[6]","D1Q14[7]","D1Q14[other]","D3Q15","D3Q16","D2Q25","D2Q26","D5Q27","D3Q17","D4Q18","D5Q19","D5Q19[comment]","D1Q20","D5Q21","D5Q22[1]","D5Q22[2]","D5Q22[3]","D5Q22[4]","D5Q22[5]","D5Q22[6]","D5Q22[7]","D5Q22[8]","D5Q22[9]","D5Q22[10]","D5Q22[11]","D5Q22[other]","D2Q23","D3Q24","D4Q28","D4Q9[1]","D4Q9[2]","D4Q9[3]","D4Q9[4]","D4Q9[5]","D4Q9[6]","D4Q9[7]","D4Q9[8]","D4Q9[9]","D4Q9[10]","D4Q9[11]","D4Q9[12]","D4Q9[13]","D4Q9[14]","D4Q9[other]","D2Q6","D2Q6[comment]","D2Q11[1]","D2Q11[2]","D2Q11[3]","D2Q11[4]","D2Q11[5]","D2Q11[6]","D4Q29","Demo1","Demo2","Demo3","Demo3[other]","Demo4","Demo4[other]","Demo5","Demo6","Demo7","Other1","interviewtime","groupTime765","D0Q1Time","D0Q2Time","D0Q22Time","D0Q3Time","D0Q4Time","D0Q5Time","D0Q5FTime","groupTime766","D1Q7Time","D1Q8Time","D2Q10Time","D2Q12Time","D0Q13Time","groupTime768","D1Q14Time","D3Q15Time","D3Q16Time","D2Q25Time","D2Q26Time","D5Q27Time","groupTime769","D3Q17Time","D4Q18Time","D5Q19Time","D1Q20Time","D5Q21Time","D5Q22Time","D2Q23Time","D3Q24Time","groupTime771","D4Q28Time","D4Q9Time","D2Q6Time","D2Q11Time","D4Q29Time","groupTime772","Demo1Time","Demo2Time","Demo3Time","Demo4Time","Demo5Time","Demo6Time","Demo7Time","Other1Time"
"935","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1","","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","bing, DuckDuckGo","Ja","bessere Ergebnisse","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","1","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","1","1","3","1","2","2","5","männlich","32.0000000000","Bachelor/Master/Diplom","","Berufstätig","","4","4","Nein","","241.36","80.35","","","","","","","","56.02","","","","","","11.6","","","","","","","24.45","","","","","","","","","44.83","","","","","","24.11","","","","","","","",""
"936","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","1","1","5","2","3","1","2","2","3","1","2","1","1","1","1","","5","5","Nutze ich nicht","Nutze ich nicht","5","4","1","Nutze ich nicht","1","2","2","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","Bing
Yahoo","Ja","bessere Suchergebnisse","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Weiß nicht","","","Weiß nicht","Weiß nicht","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","","4","1","3","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Ja","NSA Skandal","2","1","3","1","2","2","5","männlich","20.0000000000","Abitur/Fachabitur","","In Ausbildung","","4","3","Nein","","497.85","125.56","","","","","","","","66.99","","","","","","49.14","","","","","","","107.18","","","","","","","","","107.55","","","","","","41.43","","","","","","","",""
"937","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","1","3","1","4","1","2","1","1","3","3","1","1","4","1","","4","2","4","Nutze ich nicht","4","4","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","1","1","Nutze ich nicht","1","Nutze ich nicht","Ja","Ja","1","Ja","yahoo, bing","Ja","Gewohnheit, Übersichtlichkeit","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Weiß nicht","Nein","","","","","Weiß nicht","","","","Weiß nicht","Ja","Nein","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","2","3","2","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","man muss sich immer klar sein, dass Daten im Internet nicht sicher sind. Dann kann man auch nicht geschockt werden.","2","1","1","1","1","1","2","weiblich","20.0000000000","Abitur/Fachabitur","","Student/-in","","2","1","Nein","Bei manchen Fragen hab ich eine ""Weiß nicht"" Option vermisst","683.68","189.21","","","","","","","","118.32","","","","","","43.69","","","","","","","70.94","","","","","","","","","170.14","","","","","","91.38","","","","","","","",""
"938","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","5","2","4","1","5","1","4","1","1","1","1","1","3","1","1","3","1","","5","Nutze ich nicht","3","Nutze ich nicht","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","3","Nutze ich nicht","Ja","Ja","2","Ja","","Ja","Google liefert meistens die besten Ergebnisse.","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","4","1","2","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","NSA-Skandal beeinflusste Vertrauen allgemein.","2","2","1","2","3","3","3","männlich","21.0000000000","Abitur/Fachabitur","","Student/-in","","2","2","Nein","","553.91","216.27","","","","","","","","70.56","","","","","","23.5","","","","","","","60.72","","","","","","","","","130.02","","","","","","52.84","","","","","","","",""
"939","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","4","5","2","3","1","3","1","1","2","1","2","1","1","1","3","2","Verschiedene E-Mail-Adressen.","5","5","4","1","4","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","3","Ja","yahoo, bing..","Ja","Beste Suchergebnisse.","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Weiß nicht","","","","","Nein","Weiß nicht","","","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","2","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Ja","","Nein","","2","1","2","2","2","3","4","männlich","19.0000000000","Abitur/Fachabitur","","Student/-in","","4","4","Ja","_noch_ keinen Bildungsabschluss in der Informatik -> B.Sc. Informatik","478.93","120.19","","","","","","","","36.39","","","","","","22.48","","","","","","","144.1","","","","","","","","","84.18","","","","","","71.59","","","","","","","",""
"941","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Ja","5","5","1","4","4","2","5","1","2","3","4","2","2","4","1","1","mehr als 2","Private und Band-Accounts","5","4","Nutze ich nicht","4","4","5","1","Nutze ich nicht","Nutze ich nicht","1","3","1","1","3","Nutze ich nicht","Nutze ich nicht","Ja","Ja","3","Ja","","Ja","Beste Leistung","Nein","Nein","Nein","Nein","Nein","Nein","Ja","","Nein","","","","","Nein","Ja","","","Ja","Nein","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","1","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","4","1","5","5","2","1","3","männlich","27.0000000000","Bachelor/Master/Diplom","","Student/-in","","5","5","Ja","","533","204.64","","","","","","","","73.01","","","","","","25.69","","","","","","","86.08","","","","","","","","","91.46","","","","","","52.12","","","","","","","",""
"942","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","3","2","4","2","4","1","2","1","1","2","1","1","2","1","1","1","2","Ich habe verschiedene Identitäten bei Online-Diensten für verschieden Arten von Kontakten (Uni, Arbeit, Freunde,...) bzw. unterschiedliche Arten von Nutzungsverhalten (Arbeit, Freizeit,...).","4","1","3","2","4","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","DuckDuckGo,
yacy,
Bing,
Yahoo,
Startpage (im Prinzip Google)","Ja","Wenn andere Suchmaschinen keine zufriedenstellenden Suchergebnisse liefern oder ich Ergebnisse brauche, die auf meinen Standort zugeschnitten sind.
(Hauptsächlich Restaurants in meiner Nähe)","Ja","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Ja","Weiß nicht","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","2","1","Ja","Ja","Nein","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Ja","Die Snowden-Dokumente","3","1","3","2","2","3","3","männlich","21.0000000000","Abitur/Fachabitur","","Student/-in","","3","3","Nein","","1723.14","678.51","","","","","","","","446.19","","","","","","121.87","","","","","","","212.07","","","","","","","","","181.98","","","","","","82.52","","","","","","","",""
"943","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","1","3","1","5","1","1","1","1","2","4","1","1","3","1","","5","4","4","Nutze ich nicht","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","4","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","2","Ja","","Ja","","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","2","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Nein","","4","1","4","2","3","4","4","weiblich","23.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","1","Nein","","357.02","153.18","","","","","","","","35.63","","","","","","27.09","","","","","","","40","","","","","","","","","71.06","","","","","","30.06","","","","","","","",""
"944","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","5","5","4","1","4","1","1","1","1","4","2","1","1","1","1","","5","1","5","4","5","5","1","1","1","Nutze ich nicht","Nutze ich nicht","4","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","Yahoo, Bing","Ja","im Chrome Browser und auf Android Smartphone integriert, schnelle Suchergebnisse","Nein","Nein","Ja","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","","1","1","3","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","4","1","3","1","4","3","4","weiblich","23.0000000000","Abitur/Fachabitur","","Student/-in","","3","2","Nein","","731.24","197.95","","","","","","","","137.47","","","","","","60.08","","","","","","","82.69","","","","","","","","","202.83","","","","","","50.22","","","","","","","",""
"945","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","4","1","3","1","4","1","1","1","1","1","3","3","1","1","mehr als 2","ich nutze die Accounts bloß um in den Store zu kommen. Account und Passwort sind mir unwichtig, sodass ich bei jedem neuen Handy ein neuen Account generiere!","5","Nutze ich nicht","5","Nutze ich nicht","4","5","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","4","4","4","Nutze ich nicht","Ja","Ja","2","Ja","Es gibt ja noch bing oder yahoo.","Ja","Macht der Gewohnheit. 
Außerdem finde ich persönlich, dass die Auflistung der gesuchten Daten zweckmäßiger und vollständiger sind als bei anderen Suchmaschinen. ","Ja","Ja","Ja","Ja","Ja","Ja","Nein","NSA ;)","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","2","Ja","Ja","Ja","Nein","Nein","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Ja","Nein","","Ja","Snowden-Enthüllungen","1","1","1","1","1","1","4","männlich","23.0000000000","Bachelor/Master/Diplom","","Student/-in","","2","2","Nein","Ja ich hätte gern Feedback","676.26","230.91","","","","","","","","182.44","","","","","","46.57","","","","","","","68.54","","","","","","","","","81.48","","","","","","66.32","","","","","","","",""
"946","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","5","2","5","1","3","1","3","1","1","1","1","1","4","1","1","1","1","","5","2","5","Nutze ich nicht","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nein","Ja","2","Ja","","Ja","","Ja","Nein","Ja","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","2","Ja","Ja","Nein","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Ja","Ja","Nein","Nein","","Nein","","2","1","2","2","2","3","3","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","3","1","Nein","","479.94","183.99","","","","","","","","53.95","","","","","","27.45","","","","","","","60.31","","","","","","","","","105.35","","","","","","48.89","","","","","","","",""
"947","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","5","5","1","4","1","3","1","3","2","3","1","1","5","1","","5","5","5","5","5","5","1","Nutze ich nicht","3","Nutze ich nicht","4","3","4","Nutze ich nicht","5","Nutze ich nicht","Ja","Ja","3","Ja","Bing.de, Yahoo.de, Yacy, ask.de","Ja","Google Suche verwendet Ergebnisse um mir personalisierte Vorschläge bei Google Now zu liefern und hat außerdem die meisten Ergebnisse.","Ja","Nein","Nein","Nein","Ja","Ja","Nein","","Ja","personalisierteres Internet (Werbung, Suchvorschläge, Google Now, Youtube usw.)","","","","Nein","Ja","","","Ja","Nein","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Ja","","3","4","2","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","3","1","3","3","4","4","2","männlich","18.0000000000","Abitur/Fachabitur","","Student/-in","","3","3","Nein","","928.9","187.21","","","","","","","","351.53","","","","","","108.13","","","","","","","58.05","","","","","","","","","167.37","","","","","","56.61","","","","","","","",""
"948","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","1","5","1","3","1","2","1","1","1","1","1","2","1","1","3","1","","3","Nutze ich nicht","5","Nutze ich nicht","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","3","Nutze ich nicht","Ja","Ja","1","Ja","startpage.com
","Ja","nicht mehr wegzudenken.
apple ist auch nicht besser und irgendein betriebssystem fürs smartphone braucht man","Ja","Nein","Nein","Ja","Nein","Ja","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","1","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Nein","","4","1","1","1","3","5","4","männlich","17.0000000000","Abitur/Fachabitur","","Student/-in","","2","1","Nein","","422.09","122.51","","","","","","","","80.78","","","","","","29.67","","","","","","","54.46","","","","","","","","","97.55","","","","","","37.12","","","","","","","",""
"950","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","5","5","1","4","2","1","1","4","4","5","1","1","4","1","","5","1","5","5","5","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","3","3","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","bing","Ja","Gewohnheit und idR. beste Suchergebnisse","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","3","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Ja","Ja","Ja","Nein","","Weiß nicht","","5","1","3","1","5","4","4","männlich","26.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","bitte mich über die Ergebnisse informieren!","935.23","210.35","","","","","","","","72.63","","","","","","47.85","","","","","","","86.22","","","","","","","","","434.2","","","","","","83.98","","","","","","","",""
"952","1980-01-01 00:00:00","6","de","Ja","Nein","Ja","Ja","Nein","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","1","5","2","3","5","1","1","4","2","2","1","1","1","1","1","","4","2","Nutze ich nicht","5","2","3","2","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","yahoo, bing, t-online, search.com, ask.com","Ja","Ist bei Google Chrome Startseite und eingestellte Suchmaschine","Ja","Nein","Ja","Nein","Ja","Ja","Nein","","Weiß nicht","","Nein","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Ja","Nein","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","","3","3","2","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Nein","","Weiß nicht","","3","4","3","4","5","5","3","männlich","20.0000000000","Abitur/Fachabitur","","Student/-in","","3","3","Nein","","567.67","179.87","","","","","","","","119.93","","","","","","43.52","","","","","","","65.66","","","","","","","","","117.21","","","","","","41.48","","","","","","","",""
"953","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","4","2","2","1","2","1","1","1","2","1","1","1","1","2","2","Ein privater Account, ein Account für eine App im PlayStore.","5","2","5","1","1","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","3","Ja","Yahoo
Bing
DuckDuckGo","Ja","Beste Suchmaschinenergebnisse","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Ja","Zugeschnittene Ergebnisse, synchronisierte Daten wegen gleichem Account, zuverlässiger Dienst","","","","Nein","Ja","","","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","","4","4","2","Ja","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Ja","Ja","Nein","","Ja","Ein Eintrag im Google-Kalender (Hotelaufenthalt) wurde in Google-Maps beim entsprechenden Hotel angezeigt. Da wurden die Verknüpfung der verschiedenen Dienste wieder einmal sehr deutlich.","2","1","2","4","3","4","3","weiblich","23.0000000000","Bachelor/Master/Diplom","","Student/-in","","5","4","Ja","Viel Erfolg bei der Bachelorarbeit, Richard!","623.06","151.16","","","","","","","","99.91","","","","","","77.37","","","","","","","82.05","","","","","","","","","142.86","","","","","","69.71","","","","","","","",""
"954","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","1","3","4","1","5","1","1","1","1","3","2","1","1","1","1","","4","Nutze ich nicht","Nutze ich nicht","1","3","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","","Ja","","Nein","Nein","Ja","Ja","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","1","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","3","1","3","1","1","2","3","weiblich","19.0000000000","Abitur/Fachabitur","","Student/-in","","4","4","Ja","","385.75","140.66","","","","","","","","30.27","","","","","","32.26","","","","","","","53.08","","","","","","","","","74.1","","","","","","55.38","","","","","","","",""
"956","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","3","1","3","1","4","1","1","2","1","2","2","1","1","2","2","Account für Android Smartphone
Account für Youtube (für Gamevideos)","5","3","3","Nutze ich nicht","3","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","2","Nutze ich nicht","1","Nutze ich nicht","Ja","Ja","1","Ja","DuckDuckGo
XQuick
","Ja","mit Abstand beste Treffer","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","1","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Weiß nicht","","1","1","1","1","2","1","4","männlich","24.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","","650.35","290.58","","","","","","","","96.77","","","","","","35.72","","","","","","","94.96","","","","","","","","","91.22","","","","","","41.1","","","","","","","",""
"957","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","4","2","3","2","4","1","2","3","1","1","3","3","1","4","2","Zwangsweise wegen Android -> Apps
GoogleDocs für Nebenjob -> Ungern Vermischung von Privatem mit ""Beruflichem""","5","Nutze ich nicht","5","2","4","2","Nutze ich nicht","Nutze ich nicht","2","1","Nutze ich nicht","Nutze ich nicht","1","1","3","Nutze ich nicht","Ja","Ja","1","Ja","Yahoo, Bing, Ixquick, DuckDuckGo, (Startpage)","Ja","Im Prinzip schon, aber eben anonymisiert per Startpage. Die Ergebnisse sind einfach gut.","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","","1","1","2","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","","Nein","","1","1","1","1","4","1","4","männlich","24.0000000000","Bachelor/Master/Diplom","","Student/-in","","4","3","Ja","","692.58","233.45","","","","","","","","130.02","","","","","","58.77","","","","","","","73.41","","","","","","","","","143.15","","","","","","53.78","","","","","","","",""
